基本資料,基本資料,基本資料,基本資料,基本資料,基本資料,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,排放概況,碳費衝擊,碳費衝擊,碳費衝擊,碳費衝擊,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,承諾目標,策略與行動,策略與行動,策略與行動,策略與行動,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,能源與再生能源,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024,趨勢數據 2022-2024
89406518,3532,台塑勝高科技股份有限公司,台勝科,半導體業,雲林縣,229949.973,8735.07,223231.5126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9849919,0.01770275381,,,2050,相較 2020 基準年，於 2025 年減量 13%,,2020,2025,0.125,241591.83,0,是,否,低碳供應鏈合作、原物料供應商優先請購、訂定長期供貨合約。,低碳供應鏈合作、原物料供應商優先請購、訂定長期供貨合約,有提供,NA,電力: 262849 千度; 蒸氣: 12738 噸;,262849000,58/164,0,0,未達成 / 未說明,0,0.25,0.05,0.1121773823,0,0,229949.973,0,0,18.51205361,273425000,263427000,262849000,,,0,0,0,0
16130042,8150,南茂科技股份有限公司,南茂,半導體業,台南市,231497.389,3013.8,221132.846,105286.77,51786.55,42623,NA,12.63,1091.88,126.48,3562.69,3185.76,186.46,NA,NA,NA,NA,NA,2711.33,69.4492167,0.01583788733,,,2050,相較 2021 基準年，於 2030 年減量 20%,,2021,2030,0.2,249783.08,0,否,否,降低對化石燃料的依賴，逐漸以再生或低碳或綠色能源取代。員工交通車行駛路線整併、推動製程氮氣減排計畫、包材循環使用。,員工交通車行駛路線整併、推動製程氮氣減排計畫、包材循環使用,有提供,NA,電力: 1792866.48 GJ; 天然氣: 8464.31 GJ; 柴油: 233.36 GJ; 汽油: 240.02 GJ; 綠能: 10224 GJ;,498018470,37/164,0.0057,7206.15,未達成 / 未說明,自發自用、再生能源憑證,0.2,0.0197,0.03699294353,0,0,231497.389,0,0,10.1999611,480854060,467421140,498018470,990.45,3852.29,7206.15,0,0,0
16432742,8105,凌巨科技股份有限公司,凌巨,光電業,桃園市,228698.447,38237.75,83378.9926,89.04,NA,NA,NA,NA,NA,NA,89.04,NA,NA,NA,NA,NA,NA,NA,NA,68.6095341,0.2539670605,,,2050,相較 2022 基準年，於 2030 年減量 38%,,2022,2030,0.38,NA,338619,否,否,,NA,有提供,NA,電力: 212869962.21 度; 天然氣: 2987212 立方公尺; 柴油: 6488.5 公升;,212869962.2,66/164,0,NA,未達成 / 未說明,NA,NA,0.015,,182118,248967.233,228698.447,17.48718357,27.53418122,26.08590854,,,212869962.2,,,NA,0,0,0
39054405,非上市櫃公司,李長榮化學工業股份有限公司,無簡稱,石化業,高雄市,248530.317,57733.13,151712.4474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.5590951,無法計算,,,2050,相較 2021 基準年，於 2030 年減量 42%,相較 2019 基準年，於 2030 年增加 540.4%,2021,2030,0.42,1106130,100181,否,否,鍋爐燃料轉型(重油改天然氣)、提升能源效率。推動低碳原料、生質材料認證(ISCC PLUS)、供應商節能轉型。,推動低碳原料、生質材料認證(ISCC PLUS)、供應商節能轉型,有提供,0.09,蒸汽(外購): 3964143 GJ; 外購電力: 1933736 GJ; 天然氣: 1421500 GJ; 液化石油氣: 50394 GJ; 再生能源發電量: 15889 GJ; 柴油: 3415 GJ; 汽油: 495 GJ;,537148888.9,34/164,0.0126,NA,未達成 / 未說明,自發自用、再生能源憑證,0.15,0.08,,0,0,248530.317,,,,598846667,528207222,537148888.9,598846667,528207222,NA,0,0,0
33955322,1447,力鵬企業股份有限公司,力鵬,石化業,彰化縣,224803.196,142650.06,80863.5111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4409588,淨利為負值,,,無,未規劃 / 資訊不足,資料不足,,,,,300009,否,否,推動固體回收燃料(SRF)使用、建置太陽能發電系統、楊梅廠區轉用天然氣鍋爐。楊梅廠區增設天然氣蒸汽鍋爐，預計 2025 年底完工，取代傳統燃油或燃煤。,NA,有提供,NA,"煤碳: 1,450,403 GJ; 電力: 731,612 GJ; 木顆粒: 99,773 GJ; 燃料油: 85,824 GJ; 外購蒸汽: 36,488 GJ; 天然氣: 29,096 GJ; 高級柴油: 6,635 GJ; 液化石油氣: 350 GJ;",203225555.5,70/164,NA,NA,未達成 / 未說明,木顆粒 (Wood pellets); SRF (Solid Recovered Fuel),NA,NA,-0.09141226154,240551,240707.61,224803.196,8.439973443,8.112900023,6.455183245,200877105,176242085,203225555.5,,,NA,59603.21,66762.96,71052.26
20844865,1310,台灣苯乙烯工業股份有限公司,台苯,石化業,高雄市,228395.449,246626.01,25923.7536,473564.64,473471.92,NA,NA,NA,92.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5186347,淨利為負值,,,2050,相較 2018 基準年，於 2030 年減量 30%,資料不足,2018,2030,0.3,,390905,否,否,煤炭改用天然氣、使用低碳燃料、天然氣發電。逐步改為低污染性之天然氣。優先向當地供應商進行採購、推動廢棄物回收再利用。,優先向當地供應商進行採購、推動廢棄物回收再利用,有提供,NA,煤炭: 1608441 GJ; 天然氣: 990881 GJ; 電力: 200885 GJ; 殘渣油: 78075 GJ;,55801434,131/164,0.0154,781,已達成,自發自用,NA,0.01,0.04188376657,364683,365702.759,228395.449,28.3712568,38.32887361,19.99445405,51751389,46814633,55801434,,,781,31150.49,19203.43,76627.875
84252697,5009,榮剛材料科技股份有限公司,榮剛,鋼鐵業,台南市,196134.273,95136.76,95988.9303,138550.99,118647.48,NA,NA,1078.51,1738.59,NA,570.42,NA,16245.79,NA,NA,NA,270.21,NA,NA,58.8402819,0.0177894057,,,2050,相較 NA 基準年，於 2030 年減量 NA,資料不足,NA,2030,NA,,171837,否,否,2023年已全面汰除重油使用，轉換成天然氣。供應商碳排調查、廢棄物資源化、使用低碳燃料。,供應商碳排調查、廢棄物資源化、使用低碳燃料,有提供,NA,電力: 739795 GJ; 天然氣: 1647075 GJ; 柴油: 19257 GJ; 汽油: 841 GJ;,205498611.3,68/164,0.0065,3158.03,未達成 / 未說明,自發自用、購電協議,NA,0.015,-0.04311258554,132852,140964.874,196134.273,10.74392189,10.4223481,15.24623719,,,205498611.3,,,3158.03,0,0,0
14040691,非上市櫃公司,中美和石油化學股份有限公司,無簡稱,石化業,台中市,203125.477,159109.86,29438.1891,,,,,,,,,,,,,,,,,60.9376431,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,204077,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,168787,194556.922,203125.477,,,,,,,,,,0,0,0
75470524,2038,海光企業股份有限公司,海光,鋼鐵業,高雄市,196970.345,56902.3,126745.4767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.0911035,1.351759486,,,2050,未規劃 / 資訊不足,相較 2019 基準年，於 2030 年減量 13.2%,,2030,0.06,215996.97,233933,否,否,擬定節能減碳策略，建置製程節能設備，採用替代燃料及使用再生能源，邁向2050碳中和。,NA,有提供,NA,外購電力: 953462.31 GJ; 天然氣: 584269.69 GJ; 再生能源: 34557.42 GJ; 柴油: 12397.60 GJ; 液化石油氣: 4802.46 GJ; 汽油: 13.31 GJ;,264850641.9,57/164,0.035,NA,未達成 / 未說明,自發自用,NA,NA,0.05129709102,203461,197534.583,196970.345,18.42113221,21.09265411,20.25541137,292893900,268180708,264850641.9,,,NA,0,0,0
28098406,非上市櫃公司,易昇鋼鐵股份有限公司,無簡稱,鋼鐵業,台南市,172877.738,44171.78,116084.5062,,,,,,,,,,,,,,,,,51.8633214,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,134584,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,113026,138044.861,172877.738,,,,,,,,,,0,0,0
19084015,非上市櫃公司,台灣氯乙烯工業股份有限公司,無簡稱,石化業,高雄市,178839.635,112210.46,55018.1549,,,,,,,,,,,,,,,,,53.6518905,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,210713,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,172706,199150.579,178839.635,,,,,,,,,,0,0,0
27208480,非上市櫃公司,尚承鋼鐵股份有限公司,無簡稱,鋼鐵業,高雄市,150400.101,54323.53,77861.446,,,,,,,,,,,,,,,,,45.1200303,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,183112,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,151356,199274.977,150400.101,,,,,,,,,,0,0,0
22480876,3008,大立光電股份有限公司,大立光,光電業,台中市,149248.94,581.76,162602.9608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.774682,0.001496040513,,,NA,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,0,否,否,,NA,未提供,NA,NA,NA,無資料,0,0,未達成 / 未說明,自發自用、購電協議,0.1,NA,,0,0,149248.94,0,0,2.510176293,,,NA,,,0,0,0,0
14001199,1434,福懋興業股份有限公司,福懋,紡織業,雲林縣,279823.437,59183.34,83080.9436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9470311,0.07542717355,,,2050,相較 2019 基準年，於 2030 年減量 34%,相較 2019 基準年，於 2030 年增加 10.4%,2019,2030,0.338,722362,431832,是,否,推動能源轉型，將燃油/燃煤鍋爐轉換為天然氣或太陽能。與供應商合作開發低碳產品、使用回收材料、推動循環經濟。,與供應商合作開發低碳產品、使用回收材料、推動循環經濟,有提供,NA,外購電力: 1125458 GJ; 天然氣: 1521737 GJ; 外購蒸汽: 724509 GJ; 液化石油氣: 451781 GJ; 燃煤: 30750 GJ; 柴油: 1378 GJ; 生質燃料: 123988 GJ;,312627222.5,54/164,0.0489,NA,已達成,自發自用、購電協議,NA,NA,,308892,277973.149,279823.437,8.895978721,9.752927433,9.744613166,,305069122,312627222.5,,305069122,NA,65091,10510,0
07663290,1444,力麗企業股份有限公司,力麗,石化業,彰化縣,217487.64,37174.58,108075.4241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.246292,淨利為負值,,,,未規劃 / 資訊不足,資料不足,,,,,216385,否,否,導入固體回收燃料(SRF)、生質能燃料、H2燃料應用技術開發。,NA,有提供,NA,"電力: 688,231 GJ; 煤碳: 392,745 GJ; 外購蒸汽: 104,512 GJ; 重油: 47,189 GJ; 高級柴油: 2,785 GJ;",191175278,73/164,NA,NA,未達成 / 未說明,自發自用,NA,NA,-0.05759190938,188046,191450.489,217487.64,15.36671791,23.49341444,26.29877566,257018817,203636274,191175278,,,NA,34611.66,23900.63,18649.55
22662355,非上市櫃公司,台灣必成股份有限公司,無簡稱,非金屬製品加工業,嘉義縣,203968.304,43846.77,114310.9966,,,,,,,,,,,,,,,,,61.1904912,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,256989,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,230435,257574.406,203968.304,,,,,,,,,,0,0,0
16834268,1815,富喬工業股份有限公司,富喬,非金屬製品加工業,雲林縣,172933.051,63281.07,85163.3404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8799153,淨利為負值,,,NA,相較 NA 基準年，於 NA 年減量 NA,,NA,NA,NA,NA,207777,否,否,,NA,未提供,NA,天然氣: 20881971 立方公尺; 電力: 184454 仟度; 燃料油: 3842 公秉; 柴油: 26725 公升;,184454000,76/164,0,1854,未達成 / 未說明,自發自用,NA,NA,-0.006297173364,157434,175464.611,172933.051,33.85140893,54.83404465,40.72172012,195984000,172176000,184454000,1854,1854,1854,0,0,0
96971313,非上市櫃公司,中鋼鋁業股份有限公司,無簡稱,鋁製造業,高雄市,178500.095,56879.8,93090.6802,1646299.11,1475131.09,NA,NA,20925.32,288.53,43.42,477.67,NA,NA,NA,NA,NA,NA,NA,NA,53.5500285,無法計算,,,2050,相較 2018 基準年，於 2030 年減量 25%,相較 2019 基準年，於 2030 年減量 24.3%,2018,2030,0.25,210216,208283,否,否,2015年燃料油全面改為天然氣。提高回收鋁料使用、開發低碳循環鋁材、推動鋁廢料閉環回收。,提高回收鋁料使用、開發低碳循環鋁材、推動鋁廢料閉環回收,有提供,NA,天然氣: 1022231 GJ; 電力: 625956 GJ; 蒸汽: 150963 GJ;,173837040,78/164,0.0204,NA,未達成 / 未說明,綠電憑證,NA,0.01,,179706,202897.732,178500.095,,,,,,173837040,,,NA,0,0,0
04401392,2313,華通電腦股份有限公司,華通,電子業,桃園市,166684.118,3315.3,142573.9932,107540,67002.7,NA,35900.9,1279.1,3357.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0052354,0.005071247823,,,2050,相較 2024 基準年，於 2030 年減量 30%,,2024,2030,0.3,187661,0,否,否,台灣廠鍋爐燃料柴油汰換為天然氣使用。針對關鍵供應商進行溫室氣體盤查、鼓勵取得ISO 14064-1、持續強化供應鏈管理。,針對關鍵供應商進行溫室氣體盤查、鼓勵取得ISO 14064-1、持續強化供應鏈管理,未提供,NA,"外購電力：1,259,850.3 GJ  柴油用量：61,887.7 GJ  汽油用量：2,194.7 GJ  天然氣/蒸氣/重油/液化石油氣：0 GJ（報表顯示為無消耗）",349959000,52/164,0.331,NA,未達成 / 未說明,再生能源憑證(RECs)、綠色購電協議(PPA)、自發自用,0.3,0.015,,0,0,166684.118,0,0,2.300220517,1138527000,1104917000,349959000,,,NA,0,0,0
75947936,2023,燁輝企業股份有限公司,燁輝,鋼鐵業,高雄市,144568.908,69255.08,81464.3544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3706724,淨利為負值,,,2050,未規劃 / 資訊不足,資料不足,,2030,0.22,,152153,否,否,持續關注天然氣混氫燃燒技術之發展、導入智慧製造增進設備能效。推動產品碳足跡盤查活動、擴大再生回收原料使用。,推動產品碳足跡盤查活動、擴大再生回收原料使用,有提供,NA,電力: 649251 GJ; 天然氣: 1297701 GJ; 再生能源: 8756 GJ; 柴油: 6617 GJ; 汽油: 2119 GJ; 液化石油氣: 855 GJ;,180347500.1,77/164,0.0133,NA,未達成 / 未說明,自發自用,NA,0.015,0.07820410804,129160,144255.663,144568.908,1.543575356,1.968141387,1.954115898,160751795,174679584,180347500.1,,,NA,0,0,0
28113286,6488,環球晶圓股份有限公司,環球晶,半導體業,新竹縣,157966.204,1648.35,143491.3775,245061.33,233882.51,2162.67,NA,2171.42,478.49,181.17,913.87,NA,5211.67,NA,NA,NA,NA,NA,NA,47.3898612,0.001444538899,,,2050,未規劃 / 資訊不足,,2019,,NA,529872.21,0,是,是,透過使用低碳能源、自建太陽能及購買再生能源憑證，逐步降低化石燃料依賴，目標2040年100%使用再生能源。落實供應商產品碳足跡盤查、邀請供應商響應SBTi、持續追蹤供應商減碳路徑。,落實供應商產品碳足跡盤查、邀請供應商響應SBTi、持續追蹤供應商減碳路徑,有提供,NA,"外購電力: 1,151,105 GJ; 可再生能源: 70 GJ; 天然氣: 22,237 GJ; 柴油: 386 GJ;",319751389.1,53/164,0.06624,49700,未達成 / 未說明,自發自用、購電協議、再生能源憑證,1,0.01,0.05367160999,0,0,157966.204,0,0,2.522373997,1172109000,1125082000,319751389.1,,,49700,0,0,0
70752257,3105,穩懋半導體股份有限公司,穩懋,半導體業,桃園市,161310.51,33681.32,108607.7616,40635,22182,NA,16392,606,1016,178,NA,NA,261,NA,NA,NA,NA,NA,NA,48.393153,淨利為負值,,,2050,相較 2021 基準年，於 2030 年減量 42%,相較 2019 基準年，於 2030 年增加 3.6%,2021,2030,0.42,271619,152118,否,否,使用低碳原物料及低碳運輸、提高再生能源使用比例。聚焦原物料減量、聚焦電力減量、使用低碳原物料及低碳運輸。,聚焦原物料減量、聚焦電力減量、使用低碳原物料及低碳運輸,有提供,NA,非再生電力: 162136.80 MWh; 天然氣: 12316.41 MWh; 再生電力: 323.09 MWh; 柴油: 65.20 MWh;,162136800,81/164,0.00198,314,未達成 / 未說明,自發自用,0.3,0.01,0.004914922059,191271,206329.035,161310.51,10.43239308,13.02870338,9.240071136,168492150,162963600,162136800,,250,314,0,0,0
03553737,2103,台橡股份有限公司,台橡,石化業,高雄市,149150.523,107069.33,42997.7228,1331675.38,1266833.82,NA,48398.53,837.85,15605.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7451569,0.03702806925,,,NA,相較 2021 基準年，於 2030 年減量 23%,相較 2019 基準年，於 2030 年增加 159.8%,2021,2030,0.225,560685.08,166175,否,否,2021年起全面停用燃煤鍋爐，以天然氣取代燃油。推動供應商溫室氣體減量、優化原料供應商採購組合、開發產品碳足跡較低之產品。,推動供應商溫室氣體減量、優化原料供應商採購組合、開發產品碳足跡較低之產品,有提供,0.152,"外購電力: 229737 GJ; 天然氣: 1,923,062.93 GJ; 外購蒸汽: 23520 GJ; 回收丁二烯: 42,606.65 GJ; 廠區柴油: 11,521.72 GJ; 自產電力: 8,649.56 GJ; 汽油: 1,371.03 GJ; 液化石油氣: 1,021.19 GJ;",63816000,125/164,0.0755,NA,未達成 / 未說明,高雄廠及上海實業自建太陽能（自發自用），南通實業採購綠電與綠電憑證。,0.3,NA,-0.3134352134,145266,159379.537,149150.523,4.292578658,5.07143857,4.008488964,,,63816000,,,NA,0,0,0
42010509,非上市櫃公司,羅東鋼鐵廠股份有限公司,無簡稱,鋼鐵業,宜蘭縣,144760.649,71473.13,105144.9681,,,,,,,,,,,,,,,,,43.4281947,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,116147,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,116497,156062.701,144760.649,,,,,,,,,,0,0,0
11917107,1304,台灣聚合化學品股份有限公司,台聚,石化業,高雄市,139850.387,17225.05,121408.2682,470390,470150,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9551161,淨利為負值,,,2050,相較 2017 基準年，於 2030 年減量 27%,,2017,2030,0.27,171530,0,否,否,推動煤轉氣、提高再生能源使用比例、2050年碳中和。供應鏈低碳化轉型輔導計畫、推動塑膠原粒回收計畫、持續進行範疇三盤查與確信。,供應鏈低碳化轉型輔導計畫、推動塑膠原粒回收計畫、持續進行範疇三盤查與確信,有提供,0.1224,電力: 818290 GJ; 天然氣: 243191 GJ; 柴油: 555 GJ; 汽油: 322 GJ;,227299000,62/164,0,8600,已達成,自發自用,NA,0.0151,0.0919507344,0,0,139850.387,0,0,2.74172599,,,227299000,,,8600,0,0,0
86120031,非上市櫃公司,信昌化學工業股份有限公司,無簡稱,石化業,高雄市,290104.377,153958.77,42068.8238,308998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0313131,無法計算,,,2050,相較 2021 基準年，於 2030 年減量 13%,相較 2019 基準年，於 2030 年減量 29.9%,2021,2030,0.13,271000,336415,否,否,推動產品碳足跡盤查、購買生命週期評估軟體、供應鏈永續管理。,推動產品碳足跡盤查、購買生命週期評估軟體、供應鏈永續管理,未提供,NA,天然氣: 2022373 GJ; 外購電力: 508225 GJ; 外購蒸汽: 9689 GJ; 柴油: 1456 GJ; 再生能源: 22 GJ;,141173611.1,87/164,0.00001,NA,未達成 / 未說明,NA,NA,NA,,275142,272288.565,290104.377,,,,143923333,84218333,141173611.1,,,NA,0,0,0
22318516,非上市櫃公司,台灣志氯化學股份有限公司,無簡稱,石化業,高雄市,153652.034,92.39,136331.1058,,,,,,,,,,,,,,,,,46.0956102,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,153652.034,,,,,,,,,,0,0,0
80087041,非上市櫃公司,台灣醋酸化學股份有限公司,無簡稱,石化業,雲林縣,172030.098,14925.15,119983.0936,,,,,,,,,,,,,,,,,51.6090294,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,172030.098,,,,,,,,,,0,0,0
16130009,6147,頎邦科技股份有限公司,頎邦,半導體業,新竹縣,140562.925,9457.72,126835.6184,42578.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1688775,0.00266428364,,,,相較 2021 基準年，於 2030 年減量 23%,,2021,2030,0.23,171311.6867,0,否,否,,NA,有提供,NA,非再生能源(外購): 1100979.3600 GJ; 天然氣: 1942.6473 GJ; 再生能源(自產): 2376.0000 GJ; 柴油: 363.8149 GJ; 汽油: 115.2410 GJ;,306487824,55/164,0.002149,NA,已達成,自發自用、再生能源憑證,NA,0.01,0.08152249655,0,0,140562.925,0,0,6.911492014,305501672,294497464,306487824,,,NA,0,0,0
55695790,非上市櫃公司,建順煉鋼股份有限公司,無簡稱,鋼鐵業,苗栗縣,135136.541,40755.51,87285.4528,,,,,,,,,,,,,,,,,40.5409623,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,165998,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,121937,139543.559,135136.541,,,,,,,,,,0,0,0
86119908,9930,中聯資源股份有限公司,中聯資源,非金屬製品加工業,台中市,139216.63,56911.06,63647.4617,311000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.764989,0.01905966597,,,2050,相較 2018 基準年，於 2030 年減量 25%,,2018,2030,0.25,142501,0,否,否,2030年起第三階段推動燃料無碳化(氫能或生質燃料)。南部研磨廠已全數改換天然氣；中部研磨廠正進行試車，目標114年(2025)短期目標提及轉換。,NA,有提供,0.145,"電力: 479,160 GJ; 天然氣: 385,176 GJ; 煤: 371,503 GJ; 低硫油: 17,612 GJ; 柴油: 882 GJ;",133619634,89/164,0.0199,1867,未達成 / 未說明,自建太陽光電、購買再生能源憑證,1,0.01,-0.1316595214,59810,56650.217,139216.63,5.254497884,4.57044493,10.47485609,132800000,130900000,133619634,1679,1867,1867,34803.91,25183.28,15845.04
22099110,2342,台灣茂矽電子股份有限公司,茂矽,半導體業,新竹市,197318.868,70126.64,45102.8555,11002.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1956604,淨利為負值,,,2050,相較 2021 基準年，於 2030 年減量 42%,相較 2019 基準年，於 2030 年減量 34.3%,2021,2030,0.42,210204,185520,否,否,規劃2050年達到淨零排放，積極導入再生能源與節能措施。原物料在地化採購、廢棄物回收再利用、推動綠色辦公。,原物料在地化採購、廢棄物回收再利用、推動綠色辦公,有提供,NA,電力: 95990780 度; 柴油: 0.1%;,95990780,104/164,0.0128,29.61,已達成,購電協議、再生能源憑證、自發自用(部分),NA,0.01,,223622,210203.996,197318.868,103.9371865,141.7317074,104.1833388,97818237,92534327,95990780,,,29.61,0,0,0
68919301,1440,台南紡織股份有限公司,南紡,石化業,台南市,134111.02,34076.53,74369.6405,393327.28,368296.23,NA,NA,25031.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.233306,0.01013351257,,,NA,相較 2024 基準年，於 2030 年減量 11%,相較 2019 基準年，於 2030 年增加 239.1%,2024,2030,0.1112,355208.1519,93216,否,否,鍋爐燃料由重油改為天然氣、全面改用特種低硫燃料油作為備用燃料。,NA,有提供,NA,"天然氣: 552,786.90 GJ; 外購電力: 477,040.74 GJ; 太陽能: 8,723.87 GJ; 柴油: 4,280.01 GJ; 汽油: 728.41 GJ; 燃料油: 509.48 GJ; 液化石油氣: 425.00 GJ; 乙炔: 14.02 GJ;",132511316.6,90/164,0.00835,NA,未達成 / 未說明,自發自用、再生能源憑證,NA,0.015,-0.02152475902,66596,61478.002,134111.02,3.031468349,3.161601015,7.801574276,156621600,153264086,132511316.6,,,NA,0,0,0
22100242,非上市櫃公司,台灣福雷電子股份有限公司,無簡稱,半導體業,高雄市,136367.022,2008.54,117745.5828,,,,,,,,,,,,,,,,,40.9101066,無法計算,,,,未規劃 / 資訊不足,資料不足,,,,,0,否,否,,,未提供,,,,無資料,,,未達成 / 未說明,,,,,0,0,136367.022,,,,,,,,,,0,0,0
16741846,3374,精材科技股份有限公司,精材,電子業,桃園市,145484.507,13856.89,88467.5767,29574,9741,NA,18934,NA,238,NA,609,NA,52,NA,NA,NA,NA,NA,NA,43.6453521,0.009484033668,,,2050,相較 2020 基準年，於 2030 年減量 15%,,2020,2030,0.15,NA,161224,否,否,,NA,未提供,NA,電力: 192698244 度; 柴油: 7716 度;,192698244,71/164,0.000099,NA,未達成 / 未說明,購買再生能源憑證,0.15,0.01,0.07186035287,159052,173962.679,145484.507,20.57115571,27.23755666,20.60704289,181803051,181546127,192698244,,,NA,0,0,0
23826736,8131,福懋科技股份有限公司,福懋科,半導體業,雲林縣,129514.168,2993.86,111015.4237,74941.75,49416.56,1181.59,23125.29,23.27,25.45,11.52,1124.25,NA,NA,NA,NA,NA,NA,NA,33.82,38.8542504,0.0492267059,,,2050,相較 2020 基準年，於 2030 年減量 25%,,2020,2030,0.25,138929.52,0,是,否,與供應商合作設置再生能源設備、使用再生材料。,與供應商合作設置再生能源設備、使用再生材料,有提供,NA,電力: 859468 GJ; 蒸汽: 19214 GJ; 柴油: 9566 GJ; 天然氣: 12.9 GJ;,238741020,61/164,0.0308,0,未達成 / 未說明,NA,0.1,0.01,0.02898957983,0,0,129514.168,0,0,14.49910328,256214400,223574400,238741020,,,0,0,0,0
43295237,1455,集盛實業股份有限公司,集盛,紡織業,桃園市,136416.63,31063.48,87032.0564,22203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.924989,淨利為負值,,,無,相較 NA 基準年，於 無 年減量 NA,,NA,無,NA,NA,0,否,否,2025年底前更換重油鍋爐為天然氣燃燒機，規劃建置太陽能並轉為自發自用。,NA,有提供,0.1,電力: 737936 GJ; 天然氣: 252077 GJ; 煙煤: 171870 GJ; 蒸氣: 3879 GJ; 重油: 1161 GJ;,204982222.4,69/164,0,3368.38,已達成,NA,NA,NA,0.00798971257,0,0,136416.63,0,0,14.47083919,221872677,189907096,204982222.4,,,3368.38,6464.18,6894.7,9022.1
